RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3855,15003855,Williams,613,Germany,Female,25,0,147239.99,3,1,0,99561.66,0
3856,15003856,Davis,729,Spain,Male,51,10,54663.04,2,0,1,90071.16,0
3857,15003857,Brown,833,Germany,Female,19,5,66391.13,1,1,1,74091.71,0
3858,15003858,Miller,558,Germany,Male,25,10,103492.01,1,1,0,34565.93,1
3859,15003859,Johnson,510,Germany,Female,46,1,154469.55,1,1,0,22630.93,1
3860,15003860,Garcia,821,Germany,Female,68,5,66834.56,1,1,1,139942.54,1
3861,15003861,Williams,463,Spain,Male,67,1,45088.35,4,0,0,34360.26,1
3862,15003862,Martinez,825,France,Female,23,0,132916.94,4,0,1,132456.33,1
3863,15003863,Miller,836,Spain,Male,67,1,34572.04,4,0,0,109603,0
3864,15003864,Johnson,842,Spain,Male,58,8,145871.87,1,0,1,76424.95,0
3865,15003865,Williams,439,France,Male,34,0,1497.84,2,0,0,97264.35,0
3866,15003866,Garcia,765,Germany,Female,26,5,83854.65,1,0,0,60249.09,0
3867,15003867,Rodriguez,844,Germany,Male,18,0,165825.65,4,1,0,54236.94,0
3868,15003868,Miller,599,Spain,Male,68,3,95293.52,3,0,0,80518.21,0
3869,15003869,Williams,846,Spain,Male,67,8,38103.88,3,0,0,132675.9,0
3870,15003870,Johnson,773,France,Female,40,6,44620.18,2,0,1,17056.32,1
3871,15003871,Rodriguez,488,Spain,Male,68,6,93179.9,2,0,0,18541.81,0
3872,15003872,Martinez,774,France,Male,52,8,99177.73,3,1,0,91689.29,1
3873,15003873,Rodriguez,826,Spain,Female,64,6,72484.52,1,0,1,12365.76,0
3874,15003874,Martinez,734,France,Male,61,8,46624.17,1,1,0,60140.91,0
3875,15003875,Davis,558,France,Male,38,4,106520.64,4,0,0,82638.39,1
3876,15003876,Davis,406,Spain,Male,49,4,156589.72,4,0,0,114500.82,0
3877,15003877,Williams,588,Germany,Male,70,3,59122.24,3,0,0,23725.99,1
3878,15003878,Miller,423,Germany,Female,18,1,140569.96,1,1,0,145975.69,1
3879,15003879,Rodriguez,742,Germany,Female,31,5,190137.77,1,1,0,81558.37,1
3880,15003880,Garcia,406,Spain,Male,64,5,30518.52,2,1,1,23269.22,1
3881,15003881,Martinez,829,Spain,Male,39,2,77291.67,3,1,0,83847.93,1
3882,15003882,Smith,723,Spain,Male,68,5,10700.19,4,0,0,143423.36,1
3883,15003883,Martinez,712,France,Male,20,10,24182.82,2,1,1,144530.64,1
3884,15003884,Brown,374,Germany,Male,20,9,116389.33,3,1,0,76720.74,0
3885,15003885,Johnson,497,France,Male,59,6,46022.23,1,0,0,17443.56,1
3886,15003886,Johnson,553,France,Female,23,3,111007.83,2,0,0,67112.76,1
3887,15003887,Davis,640,Spain,Male,57,6,155213,2,0,1,34287.1,0
3888,15003888,Williams,480,Germany,Female,58,7,70055.04,2,1,1,31527.2,0
3889,15003889,Martinez,685,Germany,Female,39,7,58399.63,1,1,0,80764.11,1
3890,15003890,Johnson,595,France,Male,63,8,55081,4,0,1,80804.19,0
3891,15003891,Jones,359,Germany,Female,48,7,92538.42,4,1,0,113585.13,0
3892,15003892,Davis,818,Germany,Male,44,0,58243.99,4,0,0,53775.46,1
3893,15003893,Johnson,517,France,Female,29,2,32614.91,4,0,1,147657.16,0
3894,15003894,Rodriguez,818,Spain,Female,27,1,33273.18,3,1,1,128754.15,1
3895,15003895,Williams,506,Germany,Female,57,0,51591.79,1,1,0,128518.05,1
3896,15003896,Jones,569,France,Male,67,4,15683.49,4,1,0,82413.67,1
3897,15003897,Martinez,476,Germany,Male,48,2,187066.47,2,1,1,121041.93,1
3898,15003898,Rodriguez,663,Spain,Female,41,1,91746.79,3,1,1,77716.89,0
3899,15003899,Miller,820,Germany,Male,32,8,170419.45,2,0,1,32661.26,1
3900,15003900,Johnson,716,France,Male,23,4,191523.96,3,1,1,121788.08,0
3901,15003901,Davis,510,Germany,Female,21,0,119106.46,4,0,1,143824.12,0
3902,15003902,Garcia,512,France,Female,26,4,44422.4,3,1,0,147441.37,1
3903,15003903,Martinez,555,France,Male,36,1,46046.31,1,1,1,28551.96,1
3904,15003904,Brown,433,Spain,Male,56,1,22815.78,3,1,1,68732.51,0
3905,15003905,Williams,611,France,Male,26,5,186846.52,1,0,1,34025.89,1
3906,15003906,Williams,795,Germany,Female,38,0,77903.94,4,1,0,64812.73,1
3907,15003907,Smith,506,Spain,Female,23,5,167490.04,4,1,0,133049.59,0
3908,15003908,Smith,437,Germany,Female,48,5,185166.78,2,1,0,67972.72,1
3909,15003909,Rodriguez,643,Germany,Male,45,3,70299.69,2,1,0,56681.43,1
3910,15003910,Williams,805,France,Female,33,5,141910.45,3,0,0,24548.67,0
3911,15003911,Smith,476,Spain,Male,29,7,192834.89,4,1,1,100299.53,0
3912,15003912,Smith,654,Germany,Male,52,8,95393.6,4,1,0,32482.19,1
3913,15003913,Williams,735,Spain,Male,45,4,40287.25,4,0,1,96392.02,1
3914,15003914,Jones,367,France,Male,39,4,171681.6,1,0,0,81753.74,1
3915,15003915,Williams,641,Germany,Male,65,2,92297.88,1,0,0,72577.69,1
3916,15003916,Jones,712,Germany,Male,65,3,89531.26,2,1,0,86725.92,0
3917,15003917,Miller,646,France,Male,49,9,31689.62,1,1,1,149014.37,0
3918,15003918,Jones,573,France,Female,59,0,185083.18,4,1,0,121282.87,1
3919,15003919,Garcia,668,France,Female,20,3,18023.25,4,1,1,21072.14,1
3920,15003920,Johnson,499,Spain,Female,58,5,110779.7,1,1,0,44335.86,0
3921,15003921,Smith,471,Germany,Female,55,7,55427.96,2,0,1,44750.31,1
3922,15003922,Martinez,615,Spain,Female,36,2,42700.91,2,0,0,34228.93,0
3923,15003923,Smith,404,Spain,Male,38,6,49966.02,1,1,0,41845.71,1
3924,15003924,Johnson,482,Spain,Male,42,10,125954.05,4,0,0,119160.62,0
3925,15003925,Martinez,538,Spain,Female,56,7,107471.11,1,1,1,58476.57,0
3926,15003926,Davis,596,France,Female,36,2,194877.38,2,0,1,121703.28,1
3927,15003927,Brown,729,France,Male,25,4,11315.88,2,1,0,74389.8,1
3928,15003928,Smith,792,Germany,Female,52,9,45699.86,1,1,1,146536.42,0
3929,15003929,Garcia,477,Spain,Male,23,10,115294.92,1,1,0,88611.17,0
3930,15003930,Miller,757,Spain,Female,48,3,178623.09,1,1,1,127420.41,0
3931,15003931,Williams,600,Germany,Female,63,0,57711.7,4,1,1,112112.49,0
3932,15003932,Jones,607,Germany,Male,55,10,65223.4,2,0,0,67864.17,0
3933,15003933,Davis,708,Germany,Female,53,3,52110.27,1,0,0,45509.29,0
3934,15003934,Garcia,504,France,Female,32,3,27995.53,1,1,1,62617.73,1
3935,15003935,Miller,755,Germany,Female,26,1,1951.63,3,0,0,76064.33,0
3936,15003936,Miller,441,Germany,Male,26,3,12083.36,1,1,0,56687.01,0
3937,15003937,Martinez,656,Spain,Male,69,10,125158.34,1,0,1,132723.63,1
3938,15003938,Miller,704,France,Female,40,1,35728.06,1,1,1,49654.89,1
3939,15003939,Miller,371,Germany,Female,55,4,140943.92,3,0,1,41491.48,0
3940,15003940,Smith,704,Spain,Female,19,3,141600.26,1,1,0,121941.71,0
3941,15003941,Martinez,802,Germany,Male,60,4,89821.58,2,0,0,96364.53,1
3942,15003942,Miller,628,Germany,Male,44,2,8982.95,3,1,0,93955.57,1
3943,15003943,Martinez,763,Germany,Female,61,5,123545.33,2,1,1,42841.71,1
3944,15003944,Brown,750,France,Male,50,6,128527.28,4,1,0,116840.64,1
3945,15003945,Jones,481,Germany,Male,34,10,168235.6,3,1,1,146956.41,1
3946,15003946,Brown,464,Germany,Female,68,6,162980.3,4,1,0,85781.82,0
3947,15003947,Rodriguez,812,France,Female,51,10,59283.33,1,0,0,48406.61,1
3948,15003948,Johnson,751,Germany,Female,46,3,150330.05,4,0,0,115392.53,0
3949,15003949,Martinez,674,France,Female,65,4,110091.73,2,1,1,67217.23,0
3950,15003950,Williams,784,Germany,Female,59,7,114170.62,1,1,1,88994.83,1
3951,15003951,Miller,815,Germany,Female,21,3,40980.3,3,1,0,40653.03,1
3952,15003952,Jones,521,Germany,Female,53,6,12193.57,2,0,1,115743.1,0
3953,15003953,Martinez,642,Spain,Male,70,9,38237.93,1,0,0,104616.46,1
3954,15003954,Williams,512,France,Female,50,5,161018.34,2,0,0,135347.52,1
3955,15003955,Miller,370,Spain,Male,50,2,192765.46,3,0,1,12219.54,0
3956,15003956,Garcia,560,France,Female,36,3,44385.93,1,0,1,11429.43,0
3957,15003957,Williams,740,Germany,Female,62,9,9653.71,3,1,1,85468.8,1
3958,15003958,Brown,836,France,Male,56,10,9168.81,2,1,1,25271.75,1
3959,15003959,Williams,456,Germany,Female,27,3,111723.03,3,0,1,91914.87,0
3960,15003960,Davis,745,France,Female,27,0,147042.03,2,1,0,89702.89,0
3961,15003961,Martinez,674,France,Male,47,4,27251.57,4,1,0,135459.39,0
3962,15003962,Johnson,528,Germany,Female,55,4,103682.98,4,0,0,133769.89,0
3963,15003963,Martinez,654,Germany,Female,33,10,28496.68,4,1,0,19926.75,1
3964,15003964,Jones,733,Germany,Male,43,4,81044.33,2,1,0,79532.98,1
3965,15003965,Martinez,547,Spain,Female,45,1,188658.67,4,0,1,72819.48,0
3966,15003966,Johnson,685,France,Male,36,2,127511.62,1,0,0,85248.77,1
3967,15003967,Garcia,670,France,Male,37,3,29705.96,3,1,0,102420.06,0
3968,15003968,Brown,586,Germany,Male,64,6,104695.51,3,1,1,144644.45,0
3969,15003969,Rodriguez,484,France,Male,52,8,69861.55,1,0,0,108488.47,0
3970,15003970,Brown,470,France,Male,69,1,15266.29,2,0,1,20114.64,0
3971,15003971,Williams,757,Germany,Male,33,0,154453.5,4,0,0,74801.29,0
3972,15003972,Johnson,606,Spain,Female,67,1,37127.87,4,0,0,130902.04,1
3973,15003973,Garcia,631,France,Female,43,9,10073.78,2,1,1,50623.86,1
3974,15003974,Garcia,443,Germany,Female,36,0,191615.46,2,0,1,146645.3,1
3975,15003975,Smith,443,France,Female,62,1,93282.87,1,0,0,102504.91,0
3976,15003976,Williams,583,Spain,Male,28,4,49912.27,1,1,1,45092.36,1
3977,15003977,Williams,734,Spain,Female,28,10,125637.34,1,0,0,122503.11,1
3978,15003978,Williams,532,France,Male,63,1,72592.38,3,1,1,132348.85,1
3979,15003979,Garcia,411,Spain,Female,68,0,195159.25,2,0,0,59712.41,0
3980,15003980,Johnson,403,France,Male,59,6,82828.76,3,1,0,62028.21,1
3981,15003981,Brown,522,Germany,Male,31,6,23736.02,4,1,1,108066.9,0
3982,15003982,Smith,455,Spain,Female,64,3,174163.05,1,0,0,104341.64,1
3983,15003983,Rodriguez,755,Spain,Male,61,2,136721.41,2,0,1,45857.47,0
3984,15003984,Rodriguez,463,Germany,Female,30,5,190900.57,2,1,1,119545.46,1
3985,15003985,Davis,596,Germany,Female,61,6,76973.63,4,0,1,44394.97,1
3986,15003986,Johnson,462,Germany,Male,59,4,31966.46,3,0,0,45016.98,0
3987,15003987,Rodriguez,752,Spain,Female,61,3,180731.07,1,0,1,39573.01,0
3988,15003988,Rodriguez,647,Germany,Male,26,7,79253.87,4,1,1,116771.8,0
3989,15003989,Davis,471,France,Female,27,5,42663.78,4,0,0,39757.04,1
3990,15003990,Johnson,603,France,Male,22,6,63168.82,4,1,0,61799.33,1
3991,15003991,Smith,427,Spain,Male,48,6,65818.95,3,1,1,133372.69,1
3992,15003992,Rodriguez,667,Spain,Male,55,8,171483.19,1,0,1,132956.94,0
3993,15003993,Smith,709,Spain,Male,21,10,21958.68,2,0,1,69616.7,0
3994,15003994,Johnson,463,Germany,Male,48,6,60556.78,4,0,0,121228.7,1
3995,15003995,Jones,552,France,Male,48,6,157941.35,4,1,0,42371.69,1
3996,15003996,Davis,790,Spain,Male,33,1,192414.97,3,1,0,74152.94,0
3997,15003997,Rodriguez,816,Germany,Male,49,4,133786.27,4,0,1,63748.05,1
3998,15003998,Williams,561,Germany,Female,41,6,41075.63,1,1,1,133002.41,0
3999,15003999,Williams,837,Spain,Female,53,0,196850.77,4,1,0,66893.6,0
4000,15004000,Brown,418,France,Female,50,9,58460.85,3,0,0,46837.66,1
4001,15004001,Brown,697,Spain,Female,47,1,101671.76,1,0,0,103371.96,1
4002,15004002,Smith,524,Spain,Male,64,5,54391.41,4,0,0,121089.15,1
4003,15004003,Garcia,836,Spain,Male,45,3,97760.32,1,0,1,141408.7,0
4004,15004004,Jones,504,Spain,Female,54,1,30399.77,3,0,1,136574.07,0
4005,15004005,Johnson,373,Spain,Male,63,5,180120.36,4,0,1,42919.34,1
4006,15004006,Rodriguez,716,France,Female,64,0,80809.62,3,0,1,115825.16,1
4007,15004007,Davis,653,Germany,Male,54,5,25252.57,4,0,0,108704.48,0
4008,15004008,Davis,574,Germany,Female,70,2,63580.53,1,1,0,93702.34,1
4009,15004009,Rodriguez,404,Spain,Female,45,7,158676.55,2,1,1,85806.55,0
4010,15004010,Rodriguez,403,France,Male,23,8,18576.21,1,0,1,124705.8,1
4011,15004011,Rodriguez,396,France,Male,48,1,81415.47,2,1,0,20303.31,1
4012,15004012,Jones,626,France,Female,57,10,188145.88,3,0,1,145203.1,1
4013,15004013,Johnson,483,Spain,Female,60,5,148007.31,1,0,0,10211.94,1
4014,15004014,Johnson,484,Germany,Male,53,10,38660.6,3,0,0,45303.11,0
4015,15004015,Brown,532,France,Female,66,3,117733.54,4,0,1,53405.01,0
4016,15004016,Rodriguez,773,Germany,Male,27,3,156065.54,3,1,0,95035.29,1
4017,15004017,Davis,531,Germany,Female,28,4,172805.98,3,0,1,102969.26,0
4018,15004018,Brown,460,Spain,Female,70,9,97711.13,3,0,0,133579.06,0
4019,15004019,Miller,457,France,Female,68,2,108570.6,2,0,1,123568.6,0
4020,15004020,Miller,795,Germany,Male,22,7,138164.31,1,1,1,120439.11,1
4021,15004021,Davis,400,France,Female,59,3,85589.81,4,0,0,88348.36,1
4022,15004022,Smith,729,Spain,Female,62,10,97251.61,3,1,0,79496.78,1
4023,15004023,Jones,385,Germany,Female,39,6,198720.73,1,1,0,41532.05,1
4024,15004024,Davis,526,France,Male,27,1,128899.16,4,1,0,37478.01,1
4025,15004025,Garcia,651,Spain,Male,46,10,67162.64,1,0,0,62194.16,0
4026,15004026,Miller,774,Spain,Female,18,8,42230.98,3,1,0,17050.14,1
4027,15004027,Johnson,507,France,Female,43,5,194036.13,4,0,1,40390.02,0
4028,15004028,Brown,605,Spain,Male,30,10,115149.94,1,0,1,33004.73,1
4029,15004029,Martinez,541,Spain,Male,20,10,96004.41,3,0,1,100448.17,1
4030,15004030,Davis,367,France,Female,49,8,18991.33,1,1,0,137142.63,1
4031,15004031,Rodriguez,549,Spain,Female,52,9,22534.48,1,0,1,80199.57,0
4032,15004032,Martinez,529,France,Female,63,5,158477.3,4,1,1,101806.61,0
4033,15004033,Rodriguez,765,Germany,Male,27,10,117543.05,1,1,0,16108.92,0
4034,15004034,Brown,636,France,Male,54,5,74425.72,2,1,0,55570.52,1
4035,15004035,Garcia,781,France,Male,31,0,5337.48,2,1,1,103926.92,1
4036,15004036,Brown,476,France,Male,20,7,49776.9,4,1,0,125086.32,0
4037,15004037,Smith,781,France,Female,57,2,169673.84,4,1,0,52865.23,0
4038,15004038,Smith,713,Germany,Male,58,10,10662.44,2,0,0,26298.28,1
4039,15004039,Jones,397,Spain,Female,26,10,162637.34,3,0,0,105900.58,1
4040,15004040,Johnson,505,Spain,Female,32,10,165737.84,1,0,0,64693.42,0
4041,15004041,Martinez,816,Germany,Male,20,7,187116.54,4,0,1,133095.69,0
4042,15004042,Rodriguez,505,France,Female,49,4,145775.87,3,0,1,63616.57,0
4043,15004043,Martinez,720,Spain,Male,27,8,142728.74,1,1,0,97550.59,0
4044,15004044,Rodriguez,747,France,Female,20,9,123697.82,3,1,0,128146.86,1
4045,15004045,Davis,707,Spain,Female,23,5,152937.18,1,1,1,14555.11,1
4046,15004046,Davis,421,Spain,Female,38,6,98113.94,3,0,1,91685.16,1
4047,15004047,Smith,494,Spain,Male,31,4,107272.23,4,1,1,77070.94,1
4048,15004048,Davis,803,Spain,Female,25,6,93362.66,4,1,1,27414.93,1
4049,15004049,Williams,637,France,Male,65,10,124699.04,1,0,0,25774.89,1
4050,15004050,Davis,813,Germany,Male,63,2,158949.45,1,1,0,22071.82,0
4051,15004051,Jones,454,Spain,Female,33,6,75242.41,3,0,0,75852.92,1
4052,15004052,Rodriguez,458,Spain,Female,30,0,197094.01,2,1,0,13799.15,1
4053,15004053,Davis,568,Germany,Male,61,3,153524.1,2,1,1,40379.95,0
4054,15004054,Smith,622,Germany,Female,39,5,157404.5,1,0,1,122681.48,0
4055,15004055,Garcia,706,Germany,Female,48,3,152829.56,1,1,0,104880.68,0
4056,15004056,Brown,414,France,Female,64,5,125698.57,3,0,1,12384.74,1
4057,15004057,Johnson,788,Spain,Male,58,8,107369.78,4,1,1,96043.54,1
4058,15004058,Martinez,757,Spain,Male,54,3,66815.32,1,0,1,102380.93,1
4059,15004059,Davis,718,France,Female,48,8,72648.95,4,0,1,61852.05,0
4060,15004060,Rodriguez,680,Spain,Female,64,6,77300.2,3,0,0,26558.71,0
4061,15004061,Jones,434,France,Female,19,3,194127.93,3,1,1,67377.81,1
4062,15004062,Jones,480,France,Female,59,2,30314.68,1,0,0,110889.57,0
4063,15004063,Williams,610,Spain,Female,22,8,168790.25,1,1,1,142120.18,0
4064,15004064,Davis,578,France,Male,47,10,40585,1,0,1,88631.96,0
4065,15004065,Rodriguez,778,France,Female,58,7,109339.21,1,1,1,48472.99,1
4066,15004066,Johnson,698,Germany,Male,44,1,55515.88,2,1,1,18834.18,0
4067,15004067,Johnson,675,Spain,Female,60,9,105787.18,4,1,0,91754.84,1
4068,15004068,Martinez,733,Germany,Female,50,2,68401.88,4,0,0,124381.11,0
4069,15004069,Miller,417,Spain,Male,59,3,4936.09,2,0,1,42020.12,0
4070,15004070,Williams,467,Spain,Female,53,10,13884.38,1,1,0,57229.24,1
4071,15004071,Williams,735,Germany,Female,21,5,180709.45,4,1,0,145621.99,0
4072,15004072,Martinez,482,Germany,Male,35,5,42429.69,4,1,1,83756.37,1
4073,15004073,Brown,355,France,Male,69,9,157832.12,4,1,1,69472.02,0
4074,15004074,Garcia,544,France,Female,28,2,109097.4,4,1,1,98286.39,1
4075,15004075,Brown,399,Germany,Female,54,0,123871.24,2,0,1,20359.17,0
4076,15004076,Smith,616,France,Male,63,8,97464.5,4,0,1,115250.71,0
4077,15004077,Rodriguez,557,France,Female,67,10,62367.52,4,1,1,106675.29,1
4078,15004078,Miller,706,Spain,Female,41,7,118263.51,3,1,0,86435.48,0
4079,15004079,Martinez,666,Germany,Female,54,1,108001.56,1,1,1,63845.21,0
4080,15004080,Williams,357,Germany,Female,50,6,133655.03,1,1,1,71293.96,1
4081,15004081,Johnson,445,France,Female,65,9,25252.2,1,0,0,91684.46,1
4082,15004082,Miller,452,Spain,Female,43,10,91801.78,1,0,0,142209.53,0
4083,15004083,Jones,816,Spain,Female,23,9,57275.53,1,0,1,105696.84,1
4084,15004084,Johnson,425,Spain,Male,30,8,101642.74,3,0,0,14771.24,0
4085,15004085,Jones,849,Spain,Female,31,4,106024.57,3,0,0,99980.27,0
4086,15004086,Brown,437,France,Female,55,2,47981.89,3,1,1,28497.21,0
4087,15004087,Jones,450,Germany,Female,55,8,71798.48,2,0,1,13089.53,1
4088,15004088,Williams,848,France,Female,47,2,158460.72,4,0,0,76149.2,0
4089,15004089,Martinez,707,France,Male,38,10,4450.3,2,0,0,10432.17,1
4090,15004090,Martinez,405,Germany,Male,68,3,68151.47,3,0,0,15544.21,1
4091,15004091,Martinez,366,Germany,Female,37,7,169190.59,3,0,0,30354.96,0
4092,15004092,Jones,727,Germany,Male,42,6,130368.65,1,1,1,10785.43,1
4093,15004093,Miller,517,Germany,Male,44,6,68280.92,3,0,0,47242.86,1
4094,15004094,Brown,560,Germany,Male,37,6,120879.28,4,0,0,39940.09,0
4095,15004095,Martinez,625,Germany,Male,41,8,3533.75,4,1,0,108862.53,1
4096,15004096,Miller,830,France,Female,56,7,100034.35,3,0,0,149362.73,0
4097,15004097,Johnson,813,Germany,Male,28,1,111414.89,1,0,0,147978.45,0
4098,15004098,Miller,480,France,Male,34,1,69752.48,3,0,0,57085.65,1
4099,15004099,Smith,521,Spain,Female,51,5,54867.43,3,0,1,55879.59,0
4100,15004100,Johnson,806,France,Female,37,3,177693.98,4,0,1,93244.54,0
4101,15004101,Smith,606,Spain,Male,54,4,159829.54,1,0,0,44122.65,0
4102,15004102,Garcia,571,France,Male,60,2,39192.06,4,1,1,93253.06,1
4103,15004103,Jones,833,Spain,Female,48,2,190330.65,1,0,0,71942.45,1
4104,15004104,Williams,423,Germany,Female,46,1,195927.89,1,1,0,28515.96,1
4105,15004105,Jones,533,France,Male,66,10,186027.85,2,1,0,117098.84,1
4106,15004106,Miller,631,Spain,Female,23,8,22729.13,1,0,1,109602.49,0
4107,15004107,Davis,648,Germany,Male,39,6,144556.91,2,0,1,21929.02,1
4108,15004108,Miller,481,France,Male,25,2,186823.31,1,1,0,131841.69,1
4109,15004109,Jones,423,France,Male,66,7,160793.08,3,0,0,143941.12,1
4110,15004110,Miller,680,Spain,Female,47,2,172577.28,4,0,1,126607.04,1
4111,15004111,Smith,419,Germany,Male,31,7,123715.44,2,1,0,13015.02,1
4112,15004112,Martinez,625,France,Female,60,5,191038.26,2,1,0,13141.82,1
4113,15004113,Johnson,393,Germany,Male,51,2,70610.45,3,1,1,69515.88,1
4114,15004114,Garcia,639,Spain,Female,62,9,99325.02,4,1,1,18682.25,0
4115,15004115,Jones,493,Germany,Female,51,10,94619.62,2,0,0,52743.77,1
4116,15004116,Jones,621,France,Male,21,7,75852.48,2,1,0,11409.98,0
4117,15004117,Garcia,721,Germany,Male,63,3,23973.03,4,0,1,87432.18,0
4118,15004118,Johnson,504,France,Male,31,5,183714.18,3,1,1,132385.2,1
4119,15004119,Garcia,563,Spain,Female,70,7,106810.48,2,1,0,120655.04,1
4120,15004120,Williams,463,France,Female,41,0,36710.36,2,1,0,92473.96,0
4121,15004121,Rodriguez,374,Spain,Male,25,6,102277.41,2,0,1,78848.9,0
4122,15004122,Johnson,392,Spain,Female,30,1,142681.39,1,1,0,118579.51,1
4123,15004123,Miller,827,France,Female,45,1,18387.66,2,0,1,117994.53,0
4124,15004124,Johnson,367,France,Male,32,0,12881.08,2,0,1,76719.03,1
4125,15004125,Miller,368,France,Female,51,5,40788.13,1,0,1,124732.45,1
4126,15004126,Johnson,450,France,Male,22,2,177348.08,3,1,1,67844.79,1
4127,15004127,Garcia,495,Germany,Female,67,6,12628.08,4,0,0,26937.66,0
4128,15004128,Garcia,742,France,Female,22,6,38207,2,0,1,49438,1
4129,15004129,Miller,641,Germany,Female,22,0,195166.69,4,0,1,17978.88,0
4130,15004130,Rodriguez,834,France,Female,18,0,25226.05,4,0,1,74667.16,0
4131,15004131,Johnson,414,Spain,Male,46,5,43304.91,3,1,1,51731.11,1
4132,15004132,Brown,683,Spain,Female,53,6,167748.91,1,0,1,124005.59,1
4133,15004133,Johnson,823,Germany,Female,20,5,48167.58,4,0,0,82703.32,1
4134,15004134,Miller,633,France,Male,67,5,177116.55,2,0,0,43565.4,1
4135,15004135,Brown,707,Germany,Male,54,10,58527.42,1,1,1,144593.27,1
4136,15004136,Miller,612,France,Male,44,0,181308.19,4,1,1,84842.69,0
4137,15004137,Smith,569,Germany,Male,27,4,73479.5,3,0,1,146166.77,0
4138,15004138,Brown,520,Spain,Male,53,10,56302.63,2,1,0,37887.07,1
4139,15004139,Martinez,651,Germany,Female,38,9,74442.91,2,1,1,49671.03,1
4140,15004140,Garcia,731,France,Male,33,9,103323.87,4,1,0,137313.28,0
4141,15004141,Martinez,509,Spain,Female,45,8,168541.01,1,0,1,88896.15,1
4142,15004142,Brown,849,France,Male,41,9,130858.21,2,1,1,103885.05,0
4143,15004143,Davis,607,Spain,Female,60,1,26079.97,1,0,0,90172.09,0
4144,15004144,Martinez,718,Germany,Female,57,6,160558.15,3,1,1,56951.47,1
4145,15004145,Miller,444,Spain,Female,45,8,39950.79,4,0,1,97138.25,1
4146,15004146,Johnson,746,Spain,Male,43,2,60754.71,2,1,0,48720.65,1
4147,15004147,Rodriguez,713,Spain,Female,48,3,119171.08,4,1,0,95383.44,0
4148,15004148,Miller,443,France,Female,48,9,91175.56,2,1,0,131597.81,1
4149,15004149,Rodriguez,831,France,Male,53,9,153729.42,2,0,1,18002.46,1
4150,15004150,Brown,552,Spain,Female,66,5,1056.67,4,0,0,84981.97,0
4151,15004151,Rodriguez,514,Germany,Male,58,7,172561.11,3,1,1,47645.04,1
4152,15004152,Smith,369,France,Male,59,10,162410.33,3,1,0,38941.95,1
4153,15004153,Garcia,666,Spain,Female,51,3,104231.26,3,1,0,65659.05,1
4154,15004154,Garcia,577,France,Female,32,1,79416.8,1,0,1,67985.89,1
4155,15004155,Davis,841,France,Male,23,9,78362.86,3,0,1,77381.83,0
4156,15004156,Johnson,554,France,Male,26,2,164685.73,2,1,0,107005.91,0
4157,15004157,Miller,408,Germany,Male,65,7,60755.44,1,1,1,142742.07,0
4158,15004158,Rodriguez,377,Germany,Male,44,1,86574.66,4,1,1,117978.34,1
4159,15004159,Garcia,838,Germany,Male,58,1,178353.35,2,1,0,73417.51,0
4160,15004160,Davis,819,Germany,Female,61,8,91548.01,4,1,0,136954.82,1
4161,15004161,Martinez,589,Germany,Female,63,10,63913.58,2,1,0,93414.75,0
4162,15004162,Smith,850,France,Female,37,6,118189.51,1,0,1,46663.92,1
4163,15004163,Brown,732,Spain,Female,54,6,36672.5,3,0,1,39879.03,0
4164,15004164,Brown,431,Spain,Male,31,10,12533.52,2,1,1,39291.29,0
4165,15004165,Smith,574,Spain,Male,66,5,147981.78,3,0,1,132729.77,1
4166,15004166,Johnson,684,Spain,Female,50,1,149688.47,4,0,0,49889.44,0
4167,15004167,Rodriguez,632,France,Female,50,10,15820.09,4,1,0,41334.35,1
4168,15004168,Johnson,354,Germany,Female,48,10,188572.93,1,0,1,28335.05,0
4169,15004169,Jones,735,France,Female,46,7,174416.08,2,1,0,32895.88,1
4170,15004170,Miller,470,Germany,Male,69,6,1055.23,2,1,1,82631.39,0
4171,15004171,Brown,796,France,Female,54,0,83391.65,3,0,1,143747.7,0
4172,15004172,Davis,691,France,Male,59,9,122695.64,2,1,0,48838.26,0
4173,15004173,Davis,517,Germany,Female,56,9,77149.91,1,1,1,95379.63,0
4174,15004174,Jones,634,France,Female,33,7,46425.1,1,0,1,74328.24,0
4175,15004175,Williams,466,Germany,Male,23,4,161547.65,1,0,0,64533.17,0
4176,15004176,Davis,377,Germany,Male,22,1,20864.44,3,1,0,33895.05,0
4177,15004177,Garcia,661,France,Female,62,3,12102.44,3,1,0,22395.22,0
4178,15004178,Johnson,612,Spain,Female,53,6,4017.62,2,1,1,48617.3,0
4179,15004179,Davis,722,Germany,Female,23,10,63405.07,4,0,1,149856.37,1
4180,15004180,Davis,846,Spain,Female,24,1,75036.99,2,0,0,90113.54,1
4181,15004181,Martinez,773,France,Male,58,1,100476.24,2,0,1,120722.29,0
4182,15004182,Martinez,562,Spain,Male,58,0,64108.95,3,1,1,46542.18,1
4183,15004183,Davis,386,Germany,Male,61,2,109949.27,4,1,1,104632.6,0
4184,15004184,Martinez,543,Germany,Male,55,10,97859.41,2,1,0,137878.5,1
4185,15004185,Miller,403,Spain,Female,30,7,68047.66,1,0,1,94287.45,0
4186,15004186,Miller,669,Spain,Male,62,10,29314.31,2,1,1,18516.53,0
